"indicateurs","zones","regions","Unit","Date","Value"
"Population résidente par zone","Rual","Ziguinchor","","2008","258209"
"Population résidente par zone","Rual","Ziguinchor","","2009","265523"
"Population résidente par zone","Rual","Ziguinchor","","2010","273043"
"Population résidente par zone","Rual","Ziguinchor","","2011","280774"
"Population résidente par zone","Rual","Ziguinchor","","2012","288723"
"Population résidente par zone","Rual","Ziguinchor","","2013","296895"
"Population résidente par zone","Rual","Ziguinchor","","2014","303344"
"Population résidente par zone","Rual","Ziguinchor","","2015","309853"
"Population résidente par zone","Rual","Ziguinchor","","2016","317216"
"Population résidente par zone","Rual","Ziguinchor","","2017","324250"
"Population résidente par zone","Rual","Ziguinchor","","2018","332170"
"Population résidente par zone","Sénégal","SENEGAL","","1968","4151169.89137615"
"Population résidente par zone","Sénégal","SENEGAL","","1969","4271480.20137595"
"Population résidente par zone","Sénégal","SENEGAL","","1970","4395028.44815423"
"Population résidente par zone","Sénégal","SENEGAL","","1971","4504904.15935809"
"Population résidente par zone","Sénégal","SENEGAL","","1972","4617526.76334204"
"Population résidente par zone","Sénégal","SENEGAL","","1973","4732964.93242559"
"Population résidente par zone","Sénégal","SENEGAL","","1974","4851289.05573623"
"Population résidente par zone","Sénégal","SENEGAL","","1975","4972571.28212963"
"Population résidente par zone","Sénégal","SENEGAL","","1976","4997885"
"Population résidente par zone","Sénégal","SENEGAL","","1977","5144856"
"Population résidente par zone","Sénégal","SENEGAL","","1978","5283767"
"Population résidente par zone","Sénégal","SENEGAL","","1979","5426429"
"Population résidente par zone","Sénégal","SENEGAL","","1980","5572943"
"Population résidente par zone","Sénégal","SENEGAL","","1981","5723412"
"Population résidente par zone","Sénégal","SENEGAL","","1982","5877944"
"Population résidente par zone","Sénégal","SENEGAL","","1983","6036649"
"Population résidente par zone","Sénégal","SENEGAL","","1984","6199639"
"Population résidente par zone","Sénégal","SENEGAL","","1985","6367029"
"Population résidente par zone","Sénégal","SENEGAL","","1986","6538939"
"Population résidente par zone","Sénégal","SENEGAL","","1987","6715490"
"Population résidente par zone","Sénégal","SENEGAL","","1988","6896808"
"Population résidente par zone","Sénégal","SENEGAL","","1989","7151543"
"Population résidente par zone","Sénégal","SENEGAL","","1990","7330332"
"Population résidente par zone","Sénégal","SENEGAL","","1991","7513590"
"Population résidente par zone","Sénégal","SENEGAL","","1992","7701430"
"Population résidente par zone","Sénégal","SENEGAL","","1993","7893966"
"Population résidente par zone","Sénégal","SENEGAL","","1994","8091315"
"Population résidente par zone","Sénégal","SENEGAL","","1995","8293598"
"Population résidente par zone","Sénégal","SENEGAL","","1996","8500938"
"Population résidente par zone","Sénégal","SENEGAL","","1997","8713461"
"Population résidente par zone","Sénégal","SENEGAL","","1998","8931298"
"Population résidente par zone","Sénégal","SENEGAL","","1999","9154580"
"Population résidente par zone","Sénégal","SENEGAL","","2000","9383445"
"Population résidente par zone","Sénégal","SENEGAL","","2001","9618031"
"Population résidente par zone","Sénégal","SENEGAL","","2002","9858482"
"Population résidente par zone","Sénégal","SENEGAL","","2003","10339594"
"Population résidente par zone","Sénégal","SENEGAL","","2004","10619756"
"Population résidente par zone","Sénégal","SENEGAL","","2005","10907509"
"Population résidente par zone","Sénégal","SENEGAL","","2006","11203059"
"Population résidente par zone","Sénégal","SENEGAL","","2007","11506618"
"Population résidente par zone","Sénégal","SENEGAL","","2008","11818402"
"Population résidente par zone","Sénégal","SENEGAL","","2009","12138634"
"Population résidente par zone","Sénégal","SENEGAL","","2010","12467543"
"Population résidente par zone","Sénégal","SENEGAL","","2011","12805364"
"Population résidente par zone","Sénégal","SENEGAL","","2012","13152339"
"Population résidente par zone","Sénégal","SENEGAL","","2013","13508715"
"Population résidente par zone","Sénégal","SENEGAL","","2014","13926256"
"Population résidente par zone","Sénégal","SENEGAL","","2015","14356565"
"Population résidente par zone","Sénégal","SENEGAL","","2016","14799881"
"Population résidente par zone","Sénégal","SENEGAL","","2017","15256360"
"Population résidente par zone","Sénégal","SENEGAL","","2018","15726056"
"Population résidente par zone","Sénégal","Dakar","","1968","659675"
"Population résidente par zone","Sénégal","Dakar","","1969","691310"
"Population résidente par zone","Sénégal","Dakar","","1970","724462"
"Population résidente par zone","Sénégal","Dakar","","1971","759203"
"Population résidente par zone","Sénégal","Dakar","","1972","795611"
"Population résidente par zone","Sénégal","Dakar","","1973","833764"
"Population résidente par zone","Sénégal","Dakar","","1974","873748"
"Population résidente par zone","Sénégal","Dakar","","1975","915648"
"Population résidente par zone","Sénégal","Dakar","","1976","940920"
"Population résidente par zone","Sénégal","Dakar","","1977","985306"
"Population résidente par zone","Sénégal","Dakar","","1978","1022991"
"Population résidente par zone","Sénégal","Dakar","","1979","1062117"
"Population résidente par zone","Sénégal","Dakar","","1980","1102740"
"Population résidente par zone","Sénégal","Dakar","","1981","1144916"
"Population résidente par zone","Sénégal","Dakar","","1982","1188705"
"Population résidente par zone","Sénégal","Dakar","","1983","1234169"
"Population résidente par zone","Sénégal","Dakar","","1984","1281372"
"Population résidente par zone","Sénégal","Dakar","","1985","1330380"
"Population résidente par zone","Sénégal","Dakar","","1986","1381263"
"Population résidente par zone","Sénégal","Dakar","","1987","1434092"
"Population résidente par zone","Sénégal","Dakar","","1988","1488941"
"Population résidente par zone","Sénégal","Dakar","","1989","1536515"
"Population résidente par zone","Sénégal","Dakar","","1990","1577769"
"Population résidente par zone","Sénégal","Dakar","","1991","1620130"
"Population résidente par zone","Sénégal","Dakar","","1992","1663629"
"Population résidente par zone","Sénégal","Dakar","","1993","1708296"
"Population résidente par zone","Sénégal","Dakar","","1994","1754162"
"Population résidente par zone","Sénégal","Dakar","","1995","1801259"
"Population résidente par zone","Sénégal","Dakar","","1996","1849621"
"Population résidente par zone","Sénégal","Dakar","","1997","1899281"
"Population résidente par zone","Sénégal","Dakar","","1998","1950275"
"Population résidente par zone","Sénégal","Dakar","","1999","2002638"
"Population résidente par zone","Sénégal","Dakar","","2000","2056407"
"Population résidente par zone","Sénégal","Dakar","","2001","2111619"
"Population résidente par zone","Sénégal","Dakar","","2002","2168314"
"Population résidente par zone","Sénégal","Dakar","","2003","2254764"
"Population résidente par zone","Sénégal","Dakar","","2004","2330479"
"Population résidente par zone","Sénégal","Dakar","","2005","2408736"
"Population résidente par zone","Sénégal","Dakar","","2006","2489621"
"Population résidente par zone","Sénégal","Dakar","","2007","2573222"
"Population résidente par zone","Sénégal","Dakar","","2008","2659631"
"Population résidente par zone","Sénégal","Dakar","","2009","2748941"
"Population résidente par zone","Sénégal","Dakar","","2010","2841250"
"Population résidente par zone","Sénégal","Dakar","","2011","2936659"
"Population résidente par zone","Sénégal","Dakar","","2012","3035272"
"Population résidente par zone","Sénégal","Dakar","","2013","3137196"
"Population résidente par zone","Sénégal","Dakar","","2014","3233460"
"Population résidente par zone","Sénégal","Dakar","","2015","3330692"
"Population résidente par zone","Sénégal","Dakar","","2016","3429370"
"Population résidente par zone","Sénégal","Dakar","","2017","3529300"
"Population résidente par zone","Sénégal","Dakar","","2018","3630324"
"Population résidente par zone","Sénégal","Diourbel","","1970","372010"
"Population résidente par zone","Sénégal","Diourbel","","1971","381311"
"Population résidente par zone","Sénégal","Diourbel","","1972","390843"
"Population résidente par zone","Sénégal","Diourbel","","1973","400615"
"Population résidente par zone","Sénégal","Diourbel","","1974","410630"
"Population résidente par zone","Sénégal","Diourbel","","1975","420896"
"Population résidente par zone","Sénégal","Diourbel","","1976","423038"
"Population résidente par zone","Sénégal","Diourbel","","1977","439065"
"Population résidente par zone","Sénégal","Diourbel","","1978","453007"
"Population résidente par zone","Sénégal","Diourbel","","1979","467391"
"Population résidente par zone","Sénégal","Diourbel","","1980","482232"
"Population résidente par zone","Sénégal","Diourbel","","1981","497544"
"Population résidente par zone","Sénégal","Diourbel","","1982","513343"
"Population résidente par zone","Sénégal","Diourbel","","1983","529643"
"Population résidente par zone","Sénégal","Diourbel","","1984","546461"
"Population résidente par zone","Sénégal","Diourbel","","1985","563813"
